,Index,article,headline,emotion,neg,neu,pos,compound,Sentiment,Subjectivity
1767,1767,tory leave door archer conservative party sympathetically application disgraced peer lord archer rejoin rank co chairman dr liam fox breakfast frost programme place vindictiveness politics lord archer spent prison convicted perjury perverting course justice tory deputy chairman suspension party elapsed jury ruled lord archer lied libel trial daily star high court damage newspaper printed allegation involvement prostitute dr fox asked yes lord archer applied rejoin sure line served sentence reparation wrong sympathetically believe vindictiveness place politics unlike prime alastair campbell tory peer lord tebbit agreed dr fox view case looked merit far worst perjurer senior conservative mp sir teddy taylor warned move bring lord archer fold controversial suppose sunday particular provision forgiving sinner doubt controversial lord archer available comment remains popular figure constituency tory party successful fundraiser seen house lord release prison july rule prevent attending,politics,joy,0.206,0.608,0.186,-0.5574,0.09833333333333331,0.7008730158730158
1768,1768,ukip mep attacked german empire independence party mep suggested germany saw eu empire cheaper tank documentary revealed mike nattrass ukip deputy leader comment audience meeting september hartlepool campaign challenged remark denied accusing germany eu cover german reich german bashing saying peace eu founding aim meeting shown bbc film ex ukip mep robert kilroy silk chat host quit party calling joke documentary showed mr nattrass apparently talking eu telling meeting german loser care project worthwhile like empire spreading direction germany hungary sudetenland czechoslovakia place like cheaper roll tank tuesday told bbc website comment offensive worked happily meps different nationality european parliament argued peace reason outdated eu economic justification pointing germany trade interest centre mr nattrass fact eu benefit germany benefit german bashing truth ukip spokesman mike passionate belief u excessively colourful language express documentary showed tension mr kilroy silk fellow meps ukip european election denied wanting leader october told bbc breakfast frost aspired job asked documentary maker lied leadership ambition mr kilroy silk thing trying helpful party wrong thing told truth film included footage row mr kilroy silk mep nigel farage party leader roger knapman rumour resign ukip whip european parliament mr kilroy silk told left ukip group shortly meeting told mr farage tell lie nigel told trouble caused ukip official claim fact mr kilroy silk mr farage briefed newspaper leaving group meps unguarded air comment television studio mr kilroy silk heard saying irritated defending right wing fascist nutter mr kilroy silk separately argued ukip group believed homosexuality sin ukip spokesman meps group european parliament broad spectrum right wing left wing shared belief unfeasibility eu defend group religious belief argued right hold view mr kilroy silk right criticise arab state ukip mep gerard batten robert variety comment ukip meps course side story robert offered position effective control party title leader mr kilroy silk launch parry veritas westminster wednesday,politics,joy,0.137,0.699,0.164,0.8807,0.05925324675324675,0.30420274170274175
1769,1769,ukip candidate suspended probe eurosceptic party ukip suspended candidate allegedly suggesting criminally insane killed john houston stand east kilbride seat lanarkshire election suspended reported view return british empire sent scottish newspaper ukip mark croucher selected mr houston knew view episode come difficult ukip soon profile departure mep robert kilroy silk mr houston alleged organ criminally insane available law abiding member community proposed legalisation drug sex trade document reportedly resurrection british empire problem human race environmental dealt global scale call radical alliance english speaking nation uniquely mr croucher main issue mr houston reported view presented ukip policy submission committee working party manifesto matched mr houston standing candidate appears thing suspended member candidate account mentioned selection meeting simply distraction task hand eu constitution individual idiocy mr houston quoted herald newspaper feel ukip reacted overshot runway peter nielson ukip scotland chairman suspended mr houston friday night remain suspended matter investigated decide taken evidence looked mr houston interviewed party comment moment version paper,politics,sadness,0.19,0.745,0.065,-0.9747,-0.132843137254902,0.36414565826330536
1770,1770,amnesty chief lament war failure lack public outrage war terror powerful indictment failure human right group amnesty international chief lecture school economics irene khan human right flouted security september human right movement use simpler language prevent scepticism spread moral message fight poverty focus political right elite khan highlighted detention trial camp guantanamo bay cuba abuse prisoner evidence increasing human right problem new challenge age debate security human right translated language war language war human right sidelined human right apply war khan breach infectious world human right movement face crisis faith value human right accompanied crisis governance united nation system hold country account amnesty secretary growing gap perceived influence human right actually achieve fuelling scepticism public passivity war terror single powerful indictment failure human right group khan movement failed mobilise public outrage happening human right system needed drive use simpler language talking basic morality issue complexity legal process effort issue relevant world human right group recognise new group tackled new way power dripped away state government al qaeda example impressed traditional amnesty letter writing campaign needed develop human right framework international corporation amnesty international member voted extend organisation political civil right cover social economic right khan human right movement irrelevant turned away suffering caused economic strife elitist bunch working elite read newspaper choice read concern khan dubbed hope monger confident passion human right movement overcome new challenge,politics,joy,0.287,0.587,0.126,-0.9953,0.10736258690804143,0.3490308933490751
1771,1771,brown blair face rift claim umpteenth tony blair gordon brown declared war alleged rift credit government global aid debt initiative particularly wake tsunami disaster issue hoped believed thing dominated prime minister monthly conference saw mr blair irritation mode forced bat away question question relationship neighbour journalist interested go newspaper complete unity purpose heaped praise mr brown great job continue commit job mr brown election arrange press conference moment coincided mr brown arranged keynote speech aid debt asked mr blair moved irritation mode barely disguised fury setting snapped hack knew operational reason timing press conference happens repeated great man gordon united sneering absolutely notice newspaper preferring job breath declared increasingly alarmed read newspaper catching quickly adding far read course probably reason alarmed newspaper story claimed warfare men far timing prime minister press conference concerned option calculated attempt upstage chancellor seize initiative big issue moment case suggests fear seriously negative newspaper headline stop squabbling option unavoidable coincidence suggest government famed ability strictly co ordinate announcement infamous downing street grid avert allegation effect overshadow big announcement government policy hugely pertinent issue previous suggestion started fresh outbreak warfare men firstly prime minister insisted wednesday intimately involved development proposal country freeze debt repayment tsunami country claimed embarrassed fact gordon brown appeared taken initiative government response disaster mr blair holiday egypt pour fuel flame men separately spoke working tsunami wider aid development policy cabinet colleague foreign secretary jack straw aid minister hilary benn deputy prime minister john prescott mentioning amid fresh claim mr brown seething excluded prominent role election planning result started set platform fact article guardian newspaper set believed manifesto embarked mini tour set aid visit africa mission prime minister turf impression rival camp operating entirely independently prime minister denied repeating insistence inconceivable economy chancellor centre election campaign big fear bench lid speculation rivalry threaten undermine election campaign,politics,joy,0.194,0.7,0.106,-0.9845,0.14136904761904762,0.47797619047619044
1772,1772,army chief regiment decision military chief expected meet decision future scotland army regiment committee army board senior defence discus plan restructuring regiment monday proposal include cutting scotland single battalion regiment merging super regiment plan faced stiff opposition campaigner politician alike committee decision ratified defence secretary geoff hoon prime minister tony blair expected public week minister reorganisation army drew question mark future black watch king scottish borderer royal scot royal highland fusilier argyll sutherland highlander october council scottish colonel proposed merger royal scot king scottish borderer single battalion vision super regiment proposal merge amalgamate regiment super regiment sparked political outcry labour backbencher opposition politician opposing plan felt timing insensitive black watch frontline iraq suffering casualty save scottish regiment campaigner angered threatened stand labour speaking ahead expected army board meeting army board spent attempting trick serving soldier public thinking planned change scottish regiment good army serving soldier good destroy scotland regiment moulding single super regiment lead severe recruitment problem loss local connection regiment loss scotland heritage importantly future regiment envy army alternative blueprint forward labour mp eric joyce proposed ahead merger preserving regiment brief speculation prime minister consider plan unlikely speaking scotland week blair aim preserve tradition introduce effective structure hinted super regiment want rid history tradition regiment local connection want sure transfer easily regiment deploy flexibly prime minister hoped campaigner concern account effective change paramount,politics,sadness,0.129,0.673,0.198,0.9545,0.0539455782312925,0.4130498866213152
1773,1773,msps hear renewed climate warning climate change completely control decade scottish environment protection agency warning committee msps expert giving evidence subject scottish parliament environment committee official nuclear energy wind farm option trying tackle global warming solution suggested conservationist reducing internal air travel boosting electric train evidence committee inquiry impact climate change scotland sepa attempting curb global warming gas pollution transport emission increase ecologist warning msps scotland accept significant intrusion wind farm nuclear power needed possibly decade sepa predict method remain energy source climate change control expert studying sea scotland west coast forecast devastating weather type caused havoc predicted damaging storm frequent researcher university highland island southampton wave height atlantic project conducted jointly environmental institute thurso university highland island uhi millennium institute network southampton oceanography centre scientist carried series study satellite wave height sea west coast hebrides,politics,sadness,0.117,0.75,0.133,-0.3612,-0.06574074074074074,0.43425925925925923
1774,1774,job cut false economy tuc plan shed civil service job prove false economy hamper public sector reform according tuc report public commercial service union member voted strike cut day november tuc cut deliver minister hope save efficiency reform secretary brendan barber warned cost easily outweigh benefit government big boost public spending showing result barber public service improving looking simple saving job cut stage false economy shoot tory fox cutting thousand civil service job morale capability public servant implement government reform cost easily outweigh benefit friday strike action pc civil service hitting jobcentre benefit agency pension office custom driving test union concerned pension sick pay forced relocation cut job month announced total social security office jobcentre close wave plan shed civil service job civil servant rose april area strike affect include passport museum gallery library health safety inspection,politics,joy,0.166,0.642,0.192,0.8555,-0.06071428571428572,0.40404761904761904
1775,1775,russian ex spy hunger strike ex russian intelligence officer risked spying entering seventh week hunger strike near downing street viktor makarov claim betrayed british authority promised live like average british citizen settlement year ago say denied defector status decent pension ex russian spy given civil service pension hunger strike weapon resort work determination course realisation righteousness case work mr makarov told bbc newsnight programme batch promise broken oleg gordievsky senior kgb officer secret agent british happy government treated defected commenting mr makarov case british fat cow impossible demand week mr makarov case backed kahn yale historian leading expert code breaking confirmed information valuable western ally government united kingdom respect probably power authority took information victor makarov wrung dry hang cold mr kahn mr makarov joined kgb russia idealistic fellow pupil intelligence school vladimir putin kgb headquarters moscow posted secret directorate decoded intercepted diplomatic traffic west risen rank senior lieutenant privy thought western power deeply disenchanted soviet regime fuelled repression poland english teacher approach began passing secret british intelligence service spied year betrayed friend sent perm soviet camp artic circle week release contact british authority spying arranged meeting agent latvia given false passport say promised given chance live like average citizen arriving year ago feel promise fulfilled period living bedsit deteriorating health year ago took legal government settled buy small house say remain hunger strike receives decent pension work feel denied authority trust government source told bbc reached settlement spy appeal security intelligence tribunal,politics,fear,0.145,0.635,0.221,0.9657,-0.07972370766488412,0.39117647058823524
1776,1776,student fee factor played rise recorded number student south border applying university scotland lifelong learning jim wallace result scottish student missing application england wale rose previous fear expressed flood fee refugee try avoid fee introduced england june mr wallace announced proposal increase tuition fee english student studying scotland attempt prevent cross border flood figure agreed legislation introduce fee england effect autumn student start pay additional fee figure thursday admission service uca university scotland represents university principal claimed increase application scottish student squeezed director david caldwell student applying attempt avoid possible increase annual fee english university major factor radio scotland morning scotland programme reason opting scottish university perceived high quality offer attractive course scotland seen attractive place study study fee university england reason number coming scotland inflated mean thousand additional student england studying mr wallace agreed figure looked context explained application translated acceptance number huge additional figure picture blurred fact application wale fee risen mr wallace accepting student part high regard scottish higher education held want sure student making choice nature course sort financial pressure scotland want situation impossible scottish student place scottish university seen cheap option quality university experience enhanced fact student coming wide range background wrong start excluding student,politics,joy,0.072,0.766,0.162,0.9274,0.09484848484848486,0.5601388888888889
1777,1777,brown outline presidency goal year break development poorer country gordon brown set goal eu presidency chancellor outline series key target judged include doubling aid donor country eliminating debt owed poorest nation mr brown want nation match target overseas aid spending income want richer country development vaccine aid malaria chancellor travelling america week persuasion drive issue radio today programme resource allied progress trade progress debt relief impact problem ill health illiteracy poverty particularly africa right developing country proposal effectively marshall plan world including international finance facility issue bond attempt double global aid cash year agreement doha development talk developing nation trading ability needed argued union common agricultural policy caused aggravated trade problem agreement end export subsidy mr brown achieved issue debt relief seven year child dying unnecessarily needed including debt relief multilaterally year test year making promise world prepared honour people justified promised produce result catholic aid agency cafod host mr brown speech wednesday cafod want britain influence pressure country commitment tackle global poverty mr brown america needed defended george bush guaranteeing resource country introduced reform tackle corruption oxfam paying price report week million child die needlessly aid budget level charity barbara stocking offer chance historic breakthrough world leader act year end shameful failure report industrialised nation agreed spend income aid year organisation member reached target timetable mr blair described africa scar world conscience tackling world poverty priority climate change aid epidemic band aid founder bob geldof july sick hearing guff scar world pathetic britain richest world generous aid donor added conservative shadow international development secretary alan duncan accused mr brown missing target providing anti retroviral drug treatment million african instead people benefit point demanding praise adulation setting raft target woefully failed meet one added mr duncan,politics,love,0.202,0.611,0.187,-0.8176,-0.12515527950310562,0.42505175983436866
1778,1778,jowell reject la vega jibe secretary state culture medium sport tessa jowell critic gambling bill told guardian newspaper la vega style super casino rumoured press backbencher stephen pound labelled casino related regeneration scheme pile pant mp ealing north claimed legislation encourage mafia culture vice corruption interview radio look involved regenerate blackpool fill boot pound told today programme think terrible mistake hang shadow men chalk stripe suit name rhyme spaghetti jowell complained scale misrepresentation medium bill interview newspaper bill launched culture secretary consultation period produced consensus need protect child vulnerable swiftly changing sector jowell insisted good track extracting planning gain country instance social housing continued proud lowest rate problem gambling intend jowell position bill debated common monday prime question week tony blair assured parliament bill tightening regulation gambling,politics,sadness,0.147,0.692,0.161,0.4939,-0.02592592592592594,0.5481481481481482
1779,1779,mp tout lord replacement plan group mp tried raise pressure tony blair reform house lord publishing detailed blueprint change cross party group unveiled draft bill proposing smaller second chamber member elected mp peer failed agree reform hereditaries seat group say win support removing hereditaries government postponed plan remove remaining hereditary peer unlikely succeed opposition lord tony blair argued need consensus reform suggestion proposal changing power lord labour manifesto party group including tory ken clarke sir george young labour robin cook tony wright liberal democrat paul tyler confident plan win support large majority list conservative leader william hague labour leader neil kinnock supporter plan group say british public clear majority mp support replacing lord largely elected second chamber plan house lord renamed second chamber parliament member known mscps mscps including elected member appointed member bishop serve mr cook holding election mscps mp motivate electorate increase voter turnout statement senior government insisting public choice important choice sit parliament group belief pressure growing change government position unsustainable want main party commitment largely democratic second chamber manifesto mr clarke issue heart reforming health british political mr tyler prime minister view agreement shape lord flawed problem prime minister mind appear consensus includes providing consensus elect lord campaign draft bill important contribution debate draft bill detailed form basis closer parliamentary scrutiny co ordinator peter facey lieu clear proposal government permit happen,politics,fear,0.06,0.727,0.213,0.9892,0.14170771756978653,0.37422003284072247
1780,1780,ukip sue veritas defector independence party legal action unseat london assembly member defected robert kilroy silk veritas party damian hockney veritas deputy leader peter hulme cross elected list system party argues pair seat ukip representative individual mr hockney law clear elected list quit party seat ukip chairman petrina holdsworth urged men step gla letter party taken legal advice clear legal proceeding result return seat damage like opportunity reflect restore credibility electorate return seat party fair square election mr hockney law worked exactly gla electoral list system greater london act clear resigns elected list party whip seat belongs party mr hulme cross intention resigning felt ukip true electorate accused party signing tory sticking independent stance claim denied ukip mr hockney accusation like sense political moral veritas formed mr kilroy silk quit ukip unsuccessful bid leader,politics,joy,0.135,0.536,0.328,0.9849,0.1647058823529412,0.2955882352941176
1781,1781,labour attacked howard poster labour accused anti semitic image poster critic claim depict tory howard fagin poster show mr howard hypnotising people pocket watch saying spend twice image prompted concern editor jewish chronicle labour insists simply anti tory labour later image website saying alternative idea proved popular party member party use focus group test poster showing mr howard shadow chancellor oliver letwin blackboard reading hypnotism poster compared portrayal dickens character fagin stage version musical oliver controversy poster choice offered labour member showed mr howard mr letwin jewish flying pig mr howard comment anti semitism claim asked poster monday instead pointed blair complained personalised abusive campaigning mr howard told greater manchester radio pity mr blair practise preaches jewish chronicle editor ned temko mixed reaction poster e mail jewish chronicle reader showed deeper concern hypnotism image shylock fagin inextricably linked notion century prejudice told radio idea difficult exercise use image argue divorce historical context meaning mr temko blamed cock conspiracy saying detect inherent anti semitism party election campaign poster series idea shown labour member asked choose election labour mp louise ellman hypnotism image insensitive urged people rush anti semitic challenged tory policy labour campaign spokesman fraser kemp poster misunderstood image simply portrayed mr howard hypnotist argued concern expressed clearly view board emphasise poster common theme tory trying con labour spokesman later timing removing controversial image party website affected row website fuss substantial people voted fuss conservative spokeswoman poster campaign offensive people misjudgement labour campaign,politics,joy,0.213,0.716,0.071,-0.9875,0.02894736842105264,0.2946115288220551
1782,1782,manchester win labour conference labour party hold autumn conference manchester blackpool confirmed trailed ratified labour ruling national committee break traditional choice seaside venue party chosen manchester host annual event blackpool smaller february spring conference instead seen placatory main political party rotated blackpool bournemouth brighton larger annual conference gather blackpool seen blow coastal resort party return blackpool following bournemouth hosted event party signed brighton host autumn conference colin asplin blackpool hotel association tried hard sure come blackpool obviously failed hope manchester handle crowd amazes labour party working class party come main working class resort country exact cost blackpool term lost revenue hotel accommodation known thought block booking taken major manchester hotel official announcement,politics,sadness,0.071,0.693,0.236,0.9674,0.11101190476190478,0.46408730158730155
1783,1783,iraq advice claim spark new row tory minister respond parliament claim legal advice justify iraq war drawn number downing street denied claim new book attorney general lord goldsmith advice lord goldsmith denied saying leaned way conservative liberal democrat publication legal advice given attorney general government consistently refused publish lord goldsmith advice legality war saying paper kept confidential short statement lord goldsmith position presented written parliamentary answer march crucial common vote military action plain iraq continued material breach un resolution new book lawless philippe sand qc law professor suggests parliamentary answer written downing street mr sand lord goldsmith warned blair document march force iraq illegal safer seek second un resolution sanctioning military action mr sand newsnight government prepared legal defend case case legal action war march military chief reportedly asked unequivocal statement legality war sure troop defended court law book serialised guardian newspaper say march lord goldsmith met minister lord falconer downing street adviser baroness morgan downing street proceeded lord goldsmith view parliamentary answer published march mr sand tory howard reiterated call publication legal advice given attorney general warning issue revelation throw intensive spotlight cavalier way government operates issue peace war government need act restore public confidence trust liberal democrat foreign affair spokesman menzies campbell repeated call lord goldsmith piece legal advice public public government claim justifies non publication advice served fullest disclosure statement newsnight lord goldsmith parliamentary answer march explained genuinely independent view military action lawful existing security council resolution certainly view expressed leaned way clear written number prime minister official spokesman rejected claim saying attorney general clear word judgement ex foreign robin cook say advice published claim suggested parliament received pr ci lord goldsmith second opinion actually drafted wrong lord goldsmith signed statement mr cook attorney general advice independent legal opinion subject political negotiation kind,politics,fear,0.12,0.744,0.136,-0.6486,0.03942550505050505,0.29648118085618075
1784,1784,labour constituency race row labour choice white candidate multi racial seat prof black short list race group local councillor lyn brown selected west ham east contest white ethnic minority woman operation black vote spokesman wanted meet labour party chairman ian mccartney discussion mr mccartney recently party consultation black shortlist labour unable unable comment implication west ham result ashok vishwanathan operation black vote aim increase ethnic minority participation political process representation result showed woman shortlist effective getting minority woman selected black shortlist way cut chase address lack minority candidate mr vishwanathan chairman commission racial equality cre ethnic minority shortlist certain circumstance cre spokesman organisation add shortlist issue specifically political party address representation ethnic minority parliament raising party leader formal basis helping find appropriate way forward spokesman ethnic minority united kingdom population mp visible minority group represent labour liberal democrat ethnic minority represented house common proportion number population ethnic minority mp,politics,joy,0.027,0.825,0.148,0.9531,-0.045502645502645524,0.34933862433862434
1785,1785,retirement age scrapped myth ageing barrier contributing society need exploded work pension government considering scrapping retirement age entirely alan johnson committed stamping age discrimination outlaw told conference ageing party wooing older voter tory lib dems pledging higher pension mr johnson told age concern age agenda london government seriously considering introducing pension based residency insurance contribution idea adopted lib dems policy tory pledged boost pension restoring link earnings pension mr johnson speech come unveiled find consensus reform pension based series principle tackling pensioner poverty fairer pension woman speaking london conference generalised stereotype people past pension age dependant incapable vulnerable particularly pernicious form age discrimination government wanted tackle moving culture retirement age increasingly consigned past sweeping away entirely people giving age right request work past employer engage seriously review sweep retirement age away entirely tied evidence showing retirement age increasingly outmoded mr johnson department term aspiration moving employment rate involve extra older people joining work force,politics,joy,0.088,0.824,0.088,0.2598,-0.05873015873015874,0.4396031746031746
1786,1786,bush denial blair tell eu tony blair urging european leader wake state denial president bush election america spoken rest world listen prime interview newspaper published friday mr blair summit brussels iraq european justice immigration plan agenda french president jacques chirac reacted warning europe instead needed reinforce unity mr blair probably closer president bush european leader people sort state denial election result predicted receptive mood emerge soon america needed listen world fact president bush american people chosen argued clear intended seriously perceives role bringing continent uniquely placed common ground alliance suggested admitted gone bed american poll closed thinking mr kerry woke discover mr bush declined pleased eventual result word president bush met cool reception jacques chirac french president reporter europe today necessity reinforce dynamism unity goal constitution world multi polar mr chirac miss address summit iraqi interim leader iyad allawi criticised nation spectator role iraq reconstruction mr chirac denied snub memorial united arab emirate late leader happy meet mr allawi signed communiqu stressing eu commitment securing stable unified iraq eu confirmed aid package communiqu congratulated president bush victory stressed importance transatlantic relation summit agree change streamline european asylum immigration decision mr blair recently uk participate eu wide measure uk interest tory surrendering veto meeting progress reform plan agreed lisbon europe competitive,politics,fear,0.086,0.73,0.184,0.9698,0.06230158730158729,0.37142857142857144
1787,1787,blair blunkett sheffield trip tony blair join home secretary david blunkett visit sheffield thursday mr blunkett conduct looked establish abused position relation ex lover parliamentary standard watchdog kimberly quinn free rail ticket investigated visa application mr quinn ex nanny visit sheffield unity mr blair wednesday prime minister question tory leader michael howard went offensive comment mr blunkett alleged biography understood series criticism cabinet colleague prime minister mr howard mr blunkett complained inherited giant mess took home office jack straw foreign secretary tory leader went stop think culture secretary weak think trade secretary strategically think education secretary developed say prime minister truth chancellor doubt prime minister agree bully mr blair retorted voter remembered comment politician home secretary admitted wrong class ticket given mp mr quinn paid apologised genuine mistake say write watchdog answer question rail ticket meant mp spouse westminster constituency inquiry parliamentary watchdog sir philip mawer report common standard privilege committee group mp recommend house common taken mr blunkett separate inquiry ex senior civil servant sir alan budd investigating home secretary helped fast track bid mr quinn nanny leoncia casalme stay mr blunkett round high court battle mr quinn access son mr blunkett declined comment position inquiry high court stressed right privacy affect job improving security stability downing street stressed mr blair support home secretary,politics,joy,0.148,0.736,0.116,-0.8519,-0.03522556390977444,0.4389849624060151
1788,1788,nuclear strike key terror risk realise prevent terror attack focus sure nuclear strike say academic amitai etzioni key influence thinking say emphasis axis evil misplaced priority instead failing state russia pakistan properly control nuclear material argues report demand overhaul rule nuclear professor etzioni senior adviser carter white house guru communitarian idea influenced development blairite politics report foreign policy centre tank say nuclear terrorist attack main danger faced nation attempt defend hardening domestic target rely pre emption taking war terrorist attack say mean urgent curb terrorist access nuclear arm material recognise unable stop attack ensure terrorist strike weapon mass destruction prof etzioni continues suggests rogue state iran north korea problem failed failing state source nuclear material name russia failing gravest concern estimated fissile material outside america worried pakistan nuclear scientist abdul qadeer khan admitted leaking nuclear secret prof etzioni criticises overlooking report suggesting return pakistani hunting osama bin laden letting serial killer promised catch jay walker say upgrading security nuclear arm store temporary measure creating global safety authority tackle nuclear terrorism intelligence link established wake september backed united nation authority encouraging pressuring available mean persuade country switch highly enriched uranium dangerous enriched uranium possible taking fissile material failing state safe blended converted compelling failing rogue state eventually state destroy nuclear bomb,politics,fear,0.383,0.498,0.119,-0.998,-0.08493333333333332,0.4644888888888888
1789,1789,uk useless quango fire uk quango financed billion pound taxpayer cash useless duplicate effort report essential guide british quango author dan lewis appointed body set labour power urged limit quango set individual government department tory lib dems welcomed report slimming conservative deregulation spokesman redwood research endorses policy destroying unwanted unnecessary quango slimming rest conservative government axe quango drive efficient accountable government lib dem spokesman ed davey instead bonfire quango labour promised explosion decade tory labour government unaccountable agency mushroomed liberal democrat abolish merge remain properly accountable labour representative unavailable comment quango guide follows year government commissioned gershon report recommended significant cut bureaucracy public sector mr lewis want public inquiry regional development agency year cash say appears entirely wasted departmental limit quango want statutory year limit body power listed dubbed useless quango british potato council milk development council energy saving trust agricultural wage committee wine standard board westminster foundation democracy football licensing authority investor uk economic social research council mr lewis branded existence employee potato council set research promote overseas potato market surprising spent annually energy saving trust promotes renewable energy spent boiler jacket british home argued absurd charge farmer agricultural wage committee set wage standard prepared advantage immigrant labour prepared hour football afford wayne rooney taxpayer football forced fund football licensing authority tune year mr lewis report published efficiency government unit joint effort centre tank economic research council centre policy study say public body set assessment proposed carried existing charity private organisation,politics,sadness,0.1,0.725,0.174,0.9218,-0.06635802469135804,0.22654320987654322
1790,1790,voucher cut winter death pensioner promised energy saving liberal democrat snow cold temperature continue party say save average pensioner cut winter death government give winter fuel household people people tory promise payment lib dems allow people swap winter fuel payment discount home insulation shadow local government secretary ed davey current scheme helped older people liberal democrat approach scandal ten thousand people dying winter cold voucher designed let pensioner choose list approved energy supply compete offering discount home insulation scheme plan boost energy conservation say party insulation save pensioner household intelligently present,politics,anger,0.123,0.602,0.275,0.9371,-0.14791666666666667,0.39166666666666666
1791,1791,research fear kelly view scientist expressed concern education secretary ruth kelly religious view hamper vital scientific research kelly catholic reported pro opposed embryo research medical research council professor nancy rothwell kelly view mattered responsible training scientist department education skill comment concern spokeswoman kelly catholic going detail claim kelly charge university research budget true higher education funding council research council decide university research allocation british law cloning human embryo create stem cell master cell develop body tissue type cloning activity permitted reproductive purpose research disease treatment controversial involves destruction embryo professor rothwell vice president research manchester university higher education supplement worry minister anti stem cell view minister dfes matter responsible training generation scientist higher education policy odds government science policy head developmental genetics institute medical research professor robin lovell badge witnessed confused situation religious group opposed practice senior ruth kelly going favour stem cell research similarly schizophrenic system worrying fertility expert lord winston thought minister held ethical view concern raised pro choice organisation kelly view affect sex education policy school family planning association anne weyman teaching pupil contraception abortion key young informed issue sexual health include contraception abortion important government maintains commitment teenage pregnancy strategy individual school devise sex education policy based framework provided dfes kelly detailed view issue intends parent education policy include quality teaching classroom discipline academic standard school,politics,sadness,0.076,0.829,0.096,0.4215,0.11964285714285715,0.4101190476190477
1792,1792,election general election chance pressure group real impact government policy leading lobby plan sure cause debated spring poll pension increased pensioner credit guarantee level calling pensioner disadvantaged got pensioner poverty got generous people living poverty drawn pensioner manifesto sent candidate constituency asked issue including pension issue support got response publish result constituency nationally way putting politician notice trying fact voter vote section society thirdly true swing voter pensioner voted conservative voted labour guarantee vote labour government time vote granted pension generally certainly big election issue government postponed publication adair turner issue uk generous pension system developed government take seriously impact aviation environment worked specific imagine lobby political party incumbent mp local group particular area provide national briefing large demonstration planned ruled successful got issue public consciousness extent difficult election raise importance public mind pushed big issue like iraq repealing hunting bill challenging use parliament act court hoping hear whichever way court rule appeal expect fall plumb electioneering time ban come force february going court compensation paid legal territory trying engage minister demonstrating talking intelligence try turn speak rural affair minister alun avoided cancelled engagement make difficult intimidatory group angry housewife course element shouting people angry violence achieve fall plumb important general election tony blair exactly prime minister want wanted issue table election people live animal target sport abroad reason including abroad trophy hunting sort form shooting sport principle tiger pheasant widely publicise happening relation trophy hunting publicise darker aspect target animal industry uk seek pledge individual mp mp use animal target sport like support political party think general election pledge mp elector hunting mp happy think real climbing agenda ban sure mobilise public opinion reduce animal suffering time lead ban issue think important election choice language consumerism commonplace government political spectrum choice ideology beginning privatisation decade issue missing debate consumer choice choice choice choose failing school seen pension mi selling scandal pension industry maximum choice minimum quality want choice consumer term mean clear accessible information operate choice firstly website feature campaign change secondly member communicate thirdly medium holding pre election conference invite opinion former mp journalist idea communication member public politician think successful language main political party politician side sensitive issue want seen responding issue fuel duty large operational cost road haulage worker hearing proposed increase litre gordon brown postponing postponing tuppence sound like operate vehicle increase running vehicle obviously fuel duty absolutely horrified huge effect industry surprised widespread demonstration mean going issue trade press regrettably story getting harder national press public like lorry complaining minority realise car road probably going work lorry work,politics,love,0.134,0.665,0.201,0.9701,0.09347347567686552,0.45327549098735526
1793,1793,divide party gap labour tory nowadays starbucks rymans small greek cafe happens party completed move new headquarters labour creating election hub door away tory new headquarters victoria street road common thing little easier crack dawn election press conference kick unlike colleague taxi gunning engine outside buy scooter tightly timetabled event intent purpose appear election campaign certainly press conference hosted election co ordinator alan milburn compact new conference room smelling new carpet garish new labour coffee mug unstained hallmark election event welcome unremittingly new labour medium centre bet checked gordon brown work pension secretary alan johnson work jane kennedy went tear tory scrap new welfare work scheme claimed lead increase unemployment ridiculed claim monday michael howard save billion labour waste inefficiency spend service offering billion tax cut labour figure billion worth efficiency saving understandably believe howard planning cut squeeze extra billion figure party detailed study battered inch life campaign wednesday start,politics,joy,0.071,0.768,0.161,0.9288,0.0817241968557758,0.3862611073137388
1794,1794,boothroyd call lord speaker betty boothroyd house lord need speaker peer lead reforming upper chamber baroness boothroyd woman common speaker believed tony blair initiated reform clear outcome mind care best told breakfast frost labour removed lord hereditary peer billed stage reform institution lord chancellor hinted reform unveiled labour manifesto think need look carefully relationship lord common lord falconer told breakfast frost interacts common important issue need address issue manifesto wait manifesto come lord chancellor role house lord speaker head judiciary member cabinet constitutional affair secretary lady boothroyd believed unacceptable lord chancellor role speaker speaker house lord idea somebody lord chancellor head judiciary senior cabinet speaker lord want somebody look house job,politics,joy,0.025,0.855,0.12,0.8625,0.06250000000000001,0.5229166666666667
